Date,Open,High,Low,Close,Volume,Tomorrow,Target,Close_Ratio_2,Trend_2,Close_Ratio_5,Trend_5,Close_Ratio_60,Trend_60,Close_Ratio_250,Trend_250,Close_Ratio_1000,Trend_1000
1993-12-14,465.73,466.12,462.46,463.06,152805556.0,461.84,0,0.9971575003230112,1.0,0.9966166772843886,1.0,1.0002833408878902,32.0,1.0280468114075587,127.0,1.1760818786243168,512.0
1993-12-15,463.06,463.69,461.84,461.84,184316667.0,463.34,1,0.9986809384798356,0.0,0.9958985815388728,1.0,0.9973287379852596,32.0,1.0251510956934953,126.0,1.1726763068831738,512.0
1993-12-16,461.86,463.98,461.86,463.34,158122222.0,466.38,1,1.0016213061242136,1.0,0.999495226220625,2.0,1.0003108835136745,32.0,1.0282739609093443,127.0,1.1761634661603857,513.0
1993-12-17,463.34,466.38,463.34,466.38,202083333.0,465.85,0,1.003269801660715,2.0,1.0049906909391808,3.0,1.0065610566754437,32.0,1.0347810505537072,128.0,1.1835373051780809,514.0
1993-12-20,466.38,466.9,465.53,465.85,142166667.0,465.3,0,0.9994314707743798,1.0,1.003783716229902,2.0,1.0051199951669665,32.0,1.0333591445751629,128.0,1.1818562274246052,513.0
1993-12-21,465.84,465.92,464.03,465.3,151872222.0,467.32,1,0.9994093325457768,0.0,1.001631714678113,2.0,1.0038069733626922,31.0,1.0319053696869185,127.0,1.1801145449155703,513.0
1993-12-22,465.08,467.38,465.08,467.32,151355556.0,467.38,1,1.0021659411121355,1.0,1.00361224814126,3.0,1.0079549470107567,32.0,1.0361262447505255,128.0,1.1848771121026556,514.0
1993-12-23,467.3,468.97,467.3,467.38,126244444.0,470.54,1,1.000064191719268,2.0,1.002002375408943,3.0,1.0078209736648605,33.0,1.0359891521930085,129.0,1.1846722502248412,514.0
1993-12-27,467.4,470.55,467.35,470.54,95111111.0,470.94,1,1.0033691572842034,2.0,1.0069808550798454,3.0,1.0142117679516929,34.0,1.0427003221570383,129.0,1.1922872137648537,515.0
1993-12-28,470.61,471.05,469.43,470.94,111644444.0,470.58,0,1.0004248629816883,2.0,1.0056460016741549,4.0,1.0147218047542863,34.0,1.0432609251974785,130.0,1.1928959089526645,516.0
1993-12-29,470.88,471.29,469.87,470.58,149761111.0,468.64,0,0.99961763956156,1.0,1.002616373212429,4.0,1.0136097867258,33.0,1.0421383728025138,130.0,1.1915921573393904,515.0
1993-12-30,470.58,470.58,468.09,468.64,108811111.0,466.45,0,0.9979344562509316,0.0,0.9979217062451023,3.0,1.0091615694288472,33.0,1.0375268392324002,130.0,1.186285502752778,515.0
1993-12-31,468.66,470.75,466.45,466.45,93661111.0,465.44,0,0.9976579794458288,0.0,0.9936518756790148,2.0,1.0042398607189966,33.0,1.0323864578518518,129.0,1.1803586498691092,514.0
1994-01-03,466.51,466.94,464.36,465.44,150077778.0,466.89,1,0.9989161810943352,0.0,0.9936594009521572,1.0,1.0018403521422343,33.0,1.0298345803866604,129.0,1.1774265494053304,513.0
1994-01-04,465.44,466.89,464.44,466.89,181444444.0,467.55,1,1.0015552433151351,1.0,0.998481608212147,1.0,1.0047242490409474,33.0,1.032697006711502,130.0,1.1806868968258846,514.0
1994-01-05,466.89,467.82,465.92,467.55,222238889.0,467.12,0,1.0007063053807628,2.0,1.001190593455162,2.0,1.00590389893988,33.0,1.0338220677131231,130.0,1.1819496083728598,514.0
1994-01-06,467.55,469.0,467.02,467.12,203311111.0,469.9,1,0.9995399445793702,1.0,1.0009213825023031,2.0,1.004762613217372,32.0,1.0325417769161571,129.0,1.180454173627746,514.0
1994-01-07,467.09,470.26,467.03,469.9,180511111.0,475.27,1,1.0029668523617423,1.0,1.005391758312294,3.0,1.0104376771330148,32.0,1.0383483089131076,129.0,1.1870480552621268,515.0
1994-01-10,469.9,475.27,469.55,475.27,177494444.0,474.13,0,1.0056815176105889,2.0,1.012621818445241,4.0,1.0216758863825277,32.0,1.04984955256312,129.0,1.2001604321597743,516.0
1994-01-11,475.27,475.28,473.27,474.13,169716667.0,474.17,1,0.9987992416262904,1.0,1.0070859016894862,3.0,1.0190562129085898,31.0,1.0469892429048608,128.0,1.1968315781587338,516.0
1994-01-12,474.13,475.06,472.14,474.17,172605556.0,472.47,0,1.00004218074449,1.0,1.00434637103436,3.0,1.0189334044850662,32.0,1.0467324296987066,129.0,1.196475920811699,517.0
1994-01-13,474.17,474.17,471.8,472.47,154427778.0,474.91,1,0.9982041747654864,1.0,0.9984826326956728,3.0,1.0150527377549474,32.0,1.0426359014891242,129.0,1.1917551038734122,516.0
1994-01-14,472.5,475.32,472.5,474.91,169400000.0,473.3,0,1.0025755240769278,1.0,1.0015183787089563,3.0,1.019971972301618,33.0,1.047636291986521,130.0,1.1974683897947078,517.0
1994-01-17,474.91,474.91,472.84,473.3,129988889.0,474.25,1,0.9983020638888008,1.0,0.998953135948805,2.0,1.016225323041061,33.0,1.0437364609761204,129.0,1.1929805458219973,516.0
1994-01-18,473.3,475.19,473.29,474.25,171577778.0,474.3,1,1.001002585615535,1.0,1.0009075176227258,3.0,1.017865133853468,34.0,1.0454797006971834,129.0,1.1949461776588275,516.0
1994-01-19,474.25,474.7,472.21,474.3,172983333.0,474.98,1,1.0000527120341576,2.0,1.000958117194194,3.0,1.017604799026807,34.0,1.0452738679241045,129.0,1.1946367835692937,517.0
1994-01-20,474.3,475.0,473.42,474.98,172472222.0,474.72,0,1.0007163323782235,2.0,1.001332355148541,4.0,1.0186747020251032,34.0,1.046449325044812,130.0,1.1959241089492956,517.0
1994-01-21,474.98,475.56,473.72,474.72,192416667.0,471.97,0,0.9997262293355796,1.0,1.0008644135691849,3.0,1.0177492973387847,33.0,1.0455391869725887,130.0,1.1948429960144469,517.0
1994-01-24,474.72,475.2,471.49,471.97,164944444.0,470.92,0,0.9970951420211474,0.0,0.9956248787032428,3.0,1.0117003147473984,32.0,1.0391775461380124,129.0,1.187507891013461,516.0
1994-01-25,471.97,472.56,470.27,470.92,181177778.0,473.2,1,0.9988864024435512,0.0,0.994807532246957,2.0,1.0093381424951748,31.0,1.0365722555048036,128.0,1.1844462975137344,516.0
1994-01-26,470.92,473.44,470.72,473.2,169255556.0,477.05,1,1.002414947252468,1.0,1.0000887652750243,2.0,1.0140764179014918,31.0,1.0413096242183797,128.0,1.1897554313391436,516.0
1994-01-27,473.2,477.52,473.2,477.05,192500000.0,478.7,1,1.0040515653775322,2.0,1.0073441842000794,2.0,1.0220127470408655,32.0,1.0494631183835756,128.0,1.1989981547919812,516.0
1994-01-28,477.05,479.75,477.05,478.7,173966667.0,481.61,1,1.0017263928851687,2.0,1.0091321505666486,3.0,1.0249737886203,33.0,1.0528011327937854,128.0,1.2027104828140158,516.0
1994-01-31,478.7,482.85,478.7,481.61,179372222.0,479.62,0,1.0030302714748365,2.0,1.0111569276248384,4.0,1.0303177246196469,34.0,1.0589025160637189,128.0,1.2095692420563515,517.0
1994-02-01,481.6,481.64,479.18,479.62,179172222.0,482.0,1,0.9979297358592636,1.0,1.0033135579747132,4.0,1.0253274829110306,33.0,1.0542426088277663,128.0,1.2041127825024904,517.0
1994-02-02,479.62,482.23,479.57,482.0,182755556.0,480.71,0,1.0024749901208378,1.0,1.0045936189547224,4.0,1.0296160585927014,33.0,1.0591560170213845,129.0,1.2096192334477285,518.0
1994-02-03,481.96,481.96,478.71,480.71,176861111.0,469.81,0,0.9986600326162602,1.0,1.000378750041621,3.0,1.0261159249935603,32.0,1.055992954979829,129.0,1.205912758003079,518.0
1994-02-04,480.68,481.02,469.28,469.81,210211111.0,471.76,1,0.9885325926861088,0.0,0.9813263707571802,2.0,1.0026317277742782,31.0,1.031834740578372,128.0,1.1781384389526506,518.0
1994-02-07,469.81,472.09,467.57,471.76,193483333.0,471.05,0,1.0020710090593372,1.0,0.9894710348588448,2.0,1.006466780899973,32.0,1.0358981664848383,128.0,1.182604088386871,518.0
1994-02-08,471.76,472.33,469.5,471.05,176766667.0,472.77,1,0.999246932043572,1.0,0.991546437758122,2.0,1.0047498363810947,31.0,1.0340987163960176,128.0,1.1804076635157803,517.0
1994-02-09,471.05,473.41,471.05,472.77,184816667.0,468.93,0,1.0018223813862812,1.0,0.999049068086725,2.0,1.0080953401418202,32.0,1.0375206003043236,129.0,1.1842997282075085,517.0
1994-02-10,472.81,473.13,468.91,468.93,181805556.0,470.18,1,0.9959222682382924,1.0,0.995892656903055,2.0,0.999829427943967,31.0,1.0287717352243917,129.0,1.174279823622384,516.0
1994-02-11,468.93,471.13,466.89,470.18,118744444.0,470.23,1,1.0013310474811257,1.0,0.998390446300787,3.0,1.0023033492894364,32.0,1.0311676779791727,130.0,1.1770131912192583,516.0
1994-02-14,470.18,471.99,469.05,470.23,146216667.0,472.52,1,1.000053168298933,2.0,0.9991458294378625,3.0,1.0021745786709424,33.0,1.030951658073174,130.0,1.1767362916278,517.0
1994-02-15,470.23,473.41,470.23,472.52,170438889.0,472.79,1,1.0024290639087774,2.0,1.0033848205450535,4.0,1.0067003994673769,34.0,1.035633761748302,130.0,1.1820688175589402,517.0
1994-02-16,472.53,474.16,471.94,472.79,164138889.0,470.34,0,1.000285620590071,2.0,1.0039496315800651,4.0,1.0067872981981931,35.0,1.035880522764394,131.0,1.1823424720403102,518.0
1994-02-17,472.79,475.12,468.44,470.34,188905556.0,467.69,0,0.9974022669197248,1.0,0.9981494529001808,4.0,1.0012392910247727,34.0,1.030246498642635,130.0,1.1758330973992248,517.0
1994-02-18,470.29,471.09,466.07,467.69,162894444.0,471.46,1,0.997174930439325,0.0,0.9935757168896612,3.0,0.9954098500219928,33.0,1.024214373330771,129.0,1.1688290299453803,517.0
1994-02-22,467.69,471.65,467.58,471.46,150500000.0,470.69,0,1.0040142682212638,1.0,1.001061661287583,3.0,1.0031348407047007,33.0,1.0322165590603638,129.0,1.1778599504382434,517.0
1994-02-23,471.48,472.41,469.47,470.69,172172222.0,464.26,0,0.9991827203736136,1.0,1.0002039975010304,2.0,1.001184416188463,33.0,1.0302719459153304,129.0,1.1755406721613144,517.0
1994-02-24,470.65,470.65,464.26,464.26,190522222.0,466.07,1,0.9931226268784428,0.0,0.9901298391086996,1.0,0.9874209778925972,33.0,1.0160520732706038,128.0,1.159113074019504,516.0
1994-02-25,464.33,466.48,464.33,466.07,152044444.0,467.14,1,1.0019455462040352,1.0,0.9958037236611016,2.0,0.9911237570282664,33.0,1.0198632520646285,128.0,1.1632603316571088,516.0
1994-02-28,466.07,469.16,466.07,467.14,149272222.0,464.44,0,1.0011465800837966,2.0,0.9983245142373548,3.0,0.9932573009287822,33.0,1.022027521975539,129.0,1.165566625840812,516.0
1994-03-01,467.19,467.43,462.02,464.44,169138889.0,464.81,1,0.9971016981901716,1.0,0.9955414558861356,2.0,0.987532168931988,32.0,1.0159573821146877,129.0,1.1584803284333138,515.0
1994-03-02,464.4,464.87,457.49,464.81,200627778.0,463.01,0,1.000398170567662,1.0,0.9988524618346856,3.0,0.9883756370363546,32.0,1.0166769046686426,129.0,1.159046944780082,516.0
1994-03-03,464.81,464.83,462.5,463.01,162105556.0,464.74,1,0.9980599685283784,1.0,0.9955191853689792,3.0,0.9846789672082048,31.0,1.0126634880363938,129.0,1.154203692310101,516.0
1994-03-04,463.03,466.16,462.41,464.74,173250000.0,466.91,1,1.001864726488817,1.0,0.9998106826611134,3.0,0.9884124446587006,32.0,1.016372444842648,129.0,1.1581437085040454,517.0
1994-03-07,464.74,468.07,464.74,466.91,158661111.0,465.88,0,1.0023292008801588,2.0,1.0045784905611663,3.0,0.9929315308731153,33.0,1.0210003621204515,130.0,1.163175475275552,517.0
1994-03-08,466.92,467.79,465.02,465.88,165616667.0,467.06,1,0.9988957857609966,1.0,1.001741673296493,3.0,0.9906726613784104,33.0,1.0186050436997918,130.0,1.1602388237108905,516.0
1994-03-09,465.94,467.42,463.4,467.06,172116667.0,463.9,0,1.0012648187450426,1.0,1.0033081285444234,3.0,0.9931340090880288,33.0,1.0210454371996502,130.0,1.1628139150679282,516.0
1994-03-10,467.08,467.29,462.46,463.9,205205556.0,466.44,1,0.996605654378276,1.0,0.9961391287916204,3.0,0.986385372834109,33.0,1.0140262187528444,130.0,1.1545962288134453,515.0
1994-03-11,463.86,466.61,462.54,466.44,168827778.0,467.39,1,1.0027301846636714,1.0,1.0008625906041997,3.0,0.9916244962402712,34.0,1.0194167373174363,131.0,1.160555070968052,516.0
1994-03-14,466.44,467.6,466.08,467.39,144527778.0,467.01,0,1.0010173157855284,2.0,1.0026945041554574,3.0,0.9935015727943944,34.0,1.0213545907833648,131.0,1.1625501214336198,517.0
1994-03-15,467.39,468.99,466.04,467.01,168750000.0,469.42,1,0.9995933219178084,1.0,1.001393773050862,3.0,0.9926716750285008,33.0,1.02037409652943,131.0,1.1612343323439678,517.0
